,ROW_ID,PLANT_ID,FIELD,LOCATION,LAT,LON,ELE,SERIES,YEAR,ROW_NUM,PLANT_NUM,PLANTED,X1,Y1,X2,Y2,X_MID,Y_MID,CROSS,PANEL,TYPE,BLOCK,GENOTYPE,geno_pla,STOCK_FIELD,MUM_STOCK,DAD_STOCK,MUM_GEN,BLOCK_FIELD,lipid_batch_number,DTS,DTA,LPCs,PCs,CE_20_3,DG_34_2,DG_36_2,DG_36_3,DG_36_4,LPC_16_0,LPC_18_0,LPC_18_1,LPC_18_2,LPC_18_3,PC_16_0__9_0_CHO,PC_32_0,PC_32_1,PC_32_2,PC_33_2,PC_34_1,PC_34_2,PC_34_3,PC_34_4,PC_35_1,PC_35_2,PC_35_3,PC36_1,PC_36_2,PC_36_3_A,PC_36_3_B,PC_36_4_A,PC_36_4_C,PC_36_5_A,PC_36_5_B,PC_37_3,PC_38_2,PC_38_3_K,PC_38_5_A,PC_p_34_2__PC_o_34_3,PC_p_36_3__PC_o_36_4,PC_p_36_4__PC_o_36_5,PE_34_2,SM_d32_1,SM_d36_1,TG_46_0,TG_46_3,TG_48_0,TG_48_1,TG_48_2,TG_48_3,TG_50_0,TG_50_1,TG_50_2,TG_50_3,TG_50_4,TG_50_5,TG_52_0,TG_52_1,TG_52_2,TG_52_3,TG_52_4,TG_52_5,TG_52_6,TG_54_1,TG_54_2,TG_54_3,TG_54_4,TG_54_5,TG_54_6,TG_54_8,TG_56_4
302,RS16-3128,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3128,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B041,,,15H330,,LANMLR17B041,PV1,BATCH4,57,50,154386,10732081,14823,113479,NA,5589,119955,73742,2855,2179,59036,16574,6603,83315,21321,35967,77997,883263,1447535,1447457,51342,NA,111390,54758,40648,643045,1010121,488773,1446658,31982,2750577,NA,NA,18523,55109,25697,NA,NA,NA,817318,3269,NA,7309,NA,76725,NA,NA,NA,NA,15497,66172,NA,NA,NA,NA,NA,24446,60663,411071,458948,193915,NA,6443,11948,119796,238625,820452,1038237,NA
390,RS16-3381,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3381,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B041,,,15H330,,LANMLR17B041,PV2,BATCH4,55,46,169922,12228648,8287,117535,NA,2891,86914,67590,5386,2342,64777,29827,12022,48479,12911,21347,83795,354822,2159558,2159077,46045,NA,78889,59025,27684,605519,527953,778245,2107476,NA,3077787,NA,NA,22698,21234,24082,NA,NA,NA,477312,11217,NA,2561,NA,26641,NA,NA,NA,NA,24523,34068,NA,NA,NA,NA,NA,29760,27715,154828,263697,158244,NA,15120,7144,51480,69040,285503,1022921,NA
401,RS16-3528,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3528,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK3,LANMLR17B041,,,15H330,,LANMLR17B041,PV3,BATCH1,52,50,322406,16873987,NA,NA,NA,NA,NA,82953,NA,7228,179818,52407,NA,66149,14055,17647,65432,573758,5783384,3324433,33835,NA,68557,51140,33456,568766,502932,437858,2031052,NA,3198186,29072,18671,23311,16513,14691,NA,1089,NA,321698,2871,5237,NA,NA,4469,3998,3531,NA,35339,79442,45237,5605,NA,6216,22292,67640,92729,12570,NA,NA,18895,NA,29591,75316,179407,NA,NA,NA,NA
28,RS16-2054,,MT2016,MT,19.2,-99.5,2582,RS,2016,2054,NA,4/5/16,-99.54765718,19.22440543,-99.54762774,19.22440603,-99.54764246,19.22440573,,B73xPT,E,BLOCK1,LANMLR17B042,PT,IS2015,15H331,PSIB,LANMLR17B042,MT1,BATCH2,152,150,417357,12185637,NA,3831,NA,NA,1295,158182,21824,9247,189463,38641,16481,14128,15372,25962,46435,155000,3729836,1814197,28163,NA,37514,65271,12258,311518,276531,289301,2208908,NA,3112245,NA,NA,10329,NA,6108,NA,10080,NA,118254,2773,NA,NA,380,1135,NA,NA,818,NA,1682,6742,2040,751,953,NA,NA,5791,7631,15955,15695,8639,NA,NA,1402,1691,7309,NA,NA,720
113,RS16-2340,,MT2016,MT,19.2,-99.5,2582,RS,2016,2340,NA,4/5/16,-99.54740247,19.22451985,-99.54737325,19.22452046,-99.54738786,19.22452015,,B73xPT,E,BLOCK2,LANMLR17B042,PT,IS2015,15H331,PSIB,LANMLR17B042,MT2,BATCH2,140,141,295294,12078822,NA,2706,NA,NA,2252,100186,4096,3458,150358,37196,9025,8385,9319,15732,14716,157319,3688948,2412686,38769,NA,6497,10665,7987,195579,184458,241822,1750309,NA,3283900,NA,NA,806,NA,29583,NA,12317,NA,100496,7162,NA,NA,879,2070,NA,NA,1253,NA,2162,15259,14537,1478,1467,NA,NA,7774,4150,56817,100733,60904,NA,NA,5847,8585,20467,NA,NA,1899
154,RS16-2525,,MT2016,MT,19.2,-99.5,2582,RS,2016,2525,NA,4/5/16,-99.54723355,19.22455751,-99.5472044,19.22455812,-99.54721898,19.22455782,,B73xPT,E,BLOCK3,LANMLR17B042,PT,IS2015,15H331,,LANMLR17B042,MT3,BATCH1,141,141,94803,17497137,NA,NA,NA,NA,NA,34228,NA,3978,44656,11941,NA,99575,40179,24328,40459,348652,5716241,2693905,28885,NA,56621,29315,48122,285709,565160,239930,3519550,NA,3603999,25638,66668,13636,5918,25479,10615,8553,NA,340395,NA,91809,NA,NA,13710,2637,884,NA,6888,10056,22773,11556,NA,4626,4520,1157,15251,28610,NA,NA,5121,NA,3321,9271,19923,51966,NA,NA,NA
343,RS16-3330,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3330,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B042,PT,,15H331,,LANMLR17B042,PV2,BATCH4,52,50,488981,10001022,27934,171650,NA,5380,145342,244920,17192,3813,170831,52225,8786,43375,9962,17460,50898,268465,1782749,1772580,38819,NA,76651,65734,19324,505174,328863,583981,1652677,NA,2712022,NA,NA,14653,16753,32096,NA,NA,NA,703790,10765,NA,12116,NA,138478,NA,NA,NA,NA,15730,40080,NA,NA,NA,NA,NA,38029,34431,321440,499450,274694,NA,8704,27565,122285,126656,635720,1528542,NA
72,RS16-2100,,MT2016,MT,19.2,-99.5,2582,RS,2016,2100,NA,4/5/16,-99.54761543,19.22459042,-99.54758636,19.22459103,-99.5476009,19.22459073,,B73xPT,E,BLOCK1,LANMLR17B043,,IS2015,15H332,PSIB,LANMLR17B043,MT1,BATCH1,130,128,4884656,13035229,NA,NA,NA,NA,NA,71386,NA,72591,3167247,1573432,NA,15894,26126,34813,34561,196799,3932783,2434311,46300,NA,45472,39490,12094,335722,348922,333055,1986660,NA,3131547,9789,30328,12740,8444,10912,NA,8467,NA,238924,3208,3488,NA,NA,1450,1030,1927,NA,5084,13010,12605,5362,NA,4719,2350,8099,10164,4071,NA,NA,1432,NA,4241,9619,13599,NA,NA,NA,NA
188,RS16-2564,,MT2016,MT,19.2,-99.5,2582,RS,2016,2564,NA,4/5/16,-99.54718923,19.22450382,-99.54715997,19.22450443,-99.5471746,19.22450412,,B73xPT,E,BLOCK3,LANMLR17B043,,IS2015,15H332,,LANMLR17B043,MT3,BATCH1,138,135,6529942,10660495,NA,NA,NA,NA,NA,98217,NA,179452,4920169,1332104,NA,34699,15551,25181,173717,195574,3508021,1558621,25760,NA,53252,56260,13344,271555,281266,162534,2043321,NA,2149139,14396,18394,13653,1775,14768,NA,29714,NA,463921,NA,6003,NA,NA,5484,7949,4184,NA,9815,37831,32404,77067,NA,8778,4038,22289,45948,21358,NA,NA,6448,NA,14490,62180,172987,NA,NA,NA,NA
261,RS16-3081,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3081,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B043,,,15H332,,LANMLR17B043,PV1,BATCH4,51,50,2473781,7936358,26037,167536,NA,3420,97096,63738,9780,49312,1400481,950470,9045,38568,1882,10265,63731,149177,1487746,1458259,30546,NA,57735,31594,12638,214369,220755,300931,1139155,NA,2677888,NA,NA,8705,8248,15121,NA,NA,NA,216344,8378,NA,4294,NA,101701,NA,NA,NA,NA,13813,65222,NA,NA,NA,NA,NA,31693,39484,467452,867907,514178,NA,9026,13656,138983,172048,679618,1293392,NA
313,RS16-3296,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3296,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B043,,,15H332,,LANMLR17B043,PV2,BATCH4,55,53,2212513,9260602,19017,114820,NA,5858,66722,44563,6526,80057,1497999,583368,26351,39076,6517,16991,88142,238336,1693597,1641109,24138,NA,71353,26965,22615,327124,334509,287860,1559517,11518,2809370,NA,NA,13252,12496,9766,NA,NA,NA,129205,10454,NA,8514,NA,118532,NA,NA,NA,NA,13829,31759,NA,NA,NA,NA,NA,21533,29893,354878,493793,228156,NA,5674,11885,99256,129585,716108,1360554,NA
437,RS16-3576,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3576,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK3,LANMLR17B043,,,15H332,,LANMLR17B043,PV3,BATCH2,51,50,1016405,10554706,NA,13719,NA,NA,5109,41772,4477,18688,674012,277456,22697,24322,7801,14875,55965,210581,3643488,2273958,25274,NA,23090,32097,15517,358585,155692,306127,1275564,NA,2081727,NA,NA,9614,NA,11294,NA,6438,NA,137092,5341,NA,NA,845,4936,NA,NA,536,NA,11804,37449,22544,998,4177,NA,NA,18204,23561,252670,395896,186693,NA,NA,9619,35752,76184,NA,NA,3412
218,RS16-2617,,MT2016,MT,19.2,-99.5,2582,RS,2016,2617,NA,4/5/16,-99.54714926,19.22457293,-99.54712014,19.22457355,-99.5471347,19.22457324,,B73xPT,E,BLOCK3,LANMLR17B044,,IS2015,15H333,,LANMLR17B044,MT3,BATCH1,135,135,2050156,15585689,NA,NA,NA,NA,NA,98157,NA,76478,1630686,244835,NA,31451,18115,23458,25861,274038,5785488,2416826,13432,NA,56593,24810,20751,275058,413441,136649,3491573,NA,2513181,6329,25099,11379,5939,3523,NA,12695,NA,97059,NA,19627,NA,NA,5807,2268,2772,NA,6403,13719,44615,24972,NA,17144,10939,1726,23426,51896,NA,NA,20907,NA,6234,18138,45400,114732,NA,NA,NA
299,RS16-3125,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3125,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B044,,,15H333,,LANMLR17B044,PV1,BATCH4,53,52,1077181,9823669,14533,151515,NA,7918,109449,51818,2183,37522,817044,168614,16015,65174,20659,47352,58276,580291,1432142,1416362,41979,NA,86078,38764,34281,518206,744850,304666,1428412,19892,2904120,NA,NA,12537,36648,16965,NA,NA,NA,220930,2086,NA,5824,NA,24950,NA,NA,NA,NA,10194,25747,NA,NA,NA,NA,NA,15990,55461,433195,382709,114374,NA,1825,14799,185218,445872,1295134,1072528,NA
396,RS16-3389,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3389,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B044,,,15H333,,LANMLR17B044,PV2,BATCH4,54,49,3222697,7480838,16295,125056,NA,2290,69008,58215,15549,72400,1702749,1373784,8674,45951,2098,9886,40574,114859,1701760,1392315,20077,NA,53160,37868,12169,174296,171446,215856,1070747,NA,2378112,NA,NA,12357,5673,12960,NA,NA,NA,205907,20327,NA,3811,NA,35198,NA,NA,NA,NA,32363,39178,NA,NA,NA,NA,NA,58166,29801,438257,610912,281088,NA,10057,24981,130233,159619,758116,1486022,NA
440,RS16-3580,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3580,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK3,LANMLR17B044,,,15H333,,LANMLR17B044,PV3,BATCH4,51,50,2306638,8915521,30298,159008,NA,10599,72964,50968,9003,32733,1465320,748614,3110,49495,2536,13684,57606,140838,1942803,1863120,25052,NA,54464,38190,14338,223390,177029,324009,1337367,NA,2619790,NA,NA,4708,6975,17017,NA,NA,NA,221897,21251,NA,17476,NA,206527,NA,NA,NA,NA,19523,34766,NA,NA,NA,NA,NA,26956,17322,284461,456130,242797,NA,9597,11228,87834,115318,522454,1462618,NA
25,RS16-2051,,MT2016,MT,19.2,-99.5,2582,RS,2016,2051,NA,4/5/16,-99.54765712,19.22438497,-99.54762764,19.22438558,-99.54764238,19.22438527,,B73xPT,E,BLOCK1,LANMLR17B046,,IS2015,15H334,PSIB,LANMLR17B046,MT1,BATCH2,131,136,2288693,9758160,NA,4809,NA,NA,1900,188770,20002,61526,1750108,268287,2926,31419,4025,13942,183160,91523,3199819,1901285,31706,NA,43715,83151,2789,74591,199379,123883,1689579,NA,2035444,NA,NA,2974,NA,7925,NA,34925,NA,172332,21458,NA,NA,2025,11453,NA,NA,1413,NA,11938,25523,22175,3592,1896,NA,NA,12679,17070,74162,125236,94525,NA,NA,5470,3262,29532,NA,NA,857
223,RS16-3029,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3029,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B046,,,15H334,,LANMLR17B046,PV1,BATCH3,54,49,4687762,13247734,NA,NA,8287,8857,9418,79154,22961,58269,2149305,2378073,12598,72295,8014,16044,68358,444929,5131758,2734210,31347,7208,47645,19020,24144,256454,431326,233698,1652014,NA,1909826,NA,19587,2796,NA,14020,NA,NA,110443,422061,NA,NA,NA,NA,12495,9204,NA,NA,2506,21970,85299,43926,8422,11153,NA,7662,33158,123361,952299,1357653,NA,3148,7919,28631,116412,367921,NA,NA,9545
366,RS16-3355,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3355,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B046,,,15H334,,LANMLR17B046,PV2,BATCH4,53,55,2407021,9370788,8432,118048,NA,3107,56358,49093,4663,50283,1688212,614770,23871,91260,3527,10078,76860,183899,NA,2616708,20252,NA,66173,21359,14791,133422,251707,204462,1683637,NA,3943534,NA,NA,9881,6483,8884,NA,NA,NA,169099,24573,NA,3450,NA,2396,NA,NA,NA,NA,20900,18272,NA,NA,NA,NA,NA,14027,20468,141701,236775,108879,NA,4551,6761,23828,102186,569964,1800029,NA
403,RS16-3530,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3530,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK3,LANMLR17B046,,,15H334,,LANMLR17B046,PV3,BATCH1,48,50,6117899,11216151,NA,NA,NA,NA,NA,98745,NA,133025,4126999,1759130,NA,91394,7137,10523,41193,240945,4247484,2590134,28443,NA,60595,51690,16980,221149,234446,204842,1246103,NA,1834794,17347,16298,13475,7856,14963,NA,18360,NA,194223,NA,1511,NA,NA,7711,6691,4792,NA,5482,18343,44021,27452,NA,6823,9190,9644,30056,53907,NA,NA,21702,NA,8884,20091,51063,170491,NA,NA,NA
45,RS16-2073,,MT2016,MT,19.2,-99.5,2582,RS,2016,2073,NA,4/5/16,-99.54765756,19.22453498,-99.54762838,19.22453559,-99.54764297,19.22453529,,B73xPT,E,BLOCK1,LANMLR17B047,,IS2015,15H335,PSIB,LANMLR17B047,MT1,BATCH4,140,133,4313322,6029994,25859,167904,NA,3681,117671,79217,11720,105050,3480868,636467,21010,28275,3971,9849,26701,76600,NA,2089646,25087,NA,39535,44289,8144,74110,155095,83853,1592027,NA,1724013,NA,NA,8925,5942,12922,NA,NA,NA,61999,22848,NA,9359,NA,5340,NA,NA,NA,NA,19579,75499,NA,NA,NA,NA,NA,31419,48262,429863,840914,488729,NA,4863,17457,57158,138150,560988,1250845,NA
128,RS16-2362,,MT2016,MT,19.2,-99.5,2582,RS,2016,2362,NA,4/5/16,-99.547363,19.22465034,-99.54733404,19.22465095,-99.54734852,19.22465064,,B73xPT,E,BLOCK2,LANMLR17B047,,IS2015,15H335,PSIB,LANMLR17B047,MT2,BATCH1,135,129,2960298,12540042,NA,NA,NA,NA,NA,121119,NA,144501,2404559,290119,NA,123434,34186,8576,NA,263036,4541357,2199506,32236,NA,71107,90301,47334,186880,298712,120926,2373963,NA,1942854,26045,35344,19279,10497,32678,15425,66366,NA,164868,NA,87536,NA,NA,109188,23016,19160,NA,55874,155179,168603,92210,NA,90894,49789,43483,190453,194663,NA,NA,64834,NA,40606,88071,190374,446663,NA,NA,NA
214,RS16-2612,,MT2016,MT,19.2,-99.5,2582,RS,2016,2612,NA,4/5/16,-99.54714797,19.22453882,-99.54711877,19.22453943,-99.54713337,19.22453913,,B73xPT,E,BLOCK3,LANMLR17B047,,IS2015,15H335,,LANMLR17B047,MT3,BATCH1,135,135,3259188,14082733,NA,NA,NA,NA,NA,60835,NA,96972,2632320,469061,NA,142069,24169,19609,42033,351601,5267372,2330416,26807,NA,67646,46695,62010,312502,345473,194886,2493341,NA,2259949,16072,18131,17711,7825,15241,NA,21175,NA,44327,NA,89496,NA,NA,47530,12245,10778,NA,51610,30937,46361,26962,NA,33869,61849,12311,38503,52778,NA,NA,11371,NA,10026,25038,55817,152316,NA,NA,NA
235,RS16-3045,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3045,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B047,,,15H335,,LANMLR17B047,PV1,BATCH4,52,48,2069523,9622155,13742,164158,NA,9508,137613,79341,7757,45337,1376308,560780,4301,45409,9846,16783,93212,322059,1613092,1592265,38257,NA,77870,39608,25064,316045,431711,307487,1539960,14134,3085646,NA,NA,11785,19062,18559,NA,NA,NA,433774,3197,NA,15076,NA,192801,NA,NA,NA,NA,10366,27312,NA,NA,NA,NA,NA,18747,24105,282251,358821,167044,NA,5695,13636,69436,111769,627075,1020742,NA
355,RS16-3343,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3343,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B047,,,15H335,,LANMLR17B047,PV2,BATCH4,49,47,2273580,8783409,4457,135627,NA,7349,107717,75056,15267,48430,1415658,719169,3653,40278,6409,13420,75696,231487,1559916,1498799,32299,NA,71137,38002,30151,476945,389245,478052,1429487,NA,2363447,NA,NA,17460,10308,17218,NA,NA,NA,416297,11761,NA,9645,NA,118535,NA,NA,NA,NA,8054,22945,NA,NA,NA,NA,NA,18286,25445,286028,419117,184192,NA,6039,11377,115208,160117,783985,1480305,NA
413,RS16-3543,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3543,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK3,LANMLR17B047,,,15H335,,LANMLR17B047,PV3,BATCH4,48,47,2739631,8446631,24561,145060,NA,1667,69578,53193,9391,58004,1646703,972340,15452,59098,2909,8747,62680,144019,1739510,1624609,21700,NA,68367,40013,14226,231011,179906,271667,1182874,NA,2746747,NA,NA,13889,6927,12280,NA,NA,NA,87128,15602,NA,9882,NA,106151,NA,NA,NA,NA,12970,44781,NA,NA,NA,NA,NA,23024,35384,344399,547023,289533,NA,5902,12023,96965,112825,567669,1502571,NA
36,RS16-2063,,MT2016,MT,19.2,-99.5,2582,RS,2016,2063,NA,4/5/16,-99.54765736,19.22446679,-99.54762804,19.2244674,-99.5476427,19.2244671,,B73xPT,E,BLOCK1,LANMLR17B048,,IS2015,15H336,PSIB,LANMLR17B048,MT1,BATCH1,128,126,5022499,11569803,NA,NA,NA,NA,NA,100326,NA,234635,3978663,708875,NA,74475,22685,3921,102513,297293,3495909,1923276,32148,NA,72903,74284,37367,228515,439441,246021,1933272,NA,2450856,18667,27208,19059,10773,22612,NA,36605,NA,253338,NA,43401,NA,NA,96427,13958,10626,NA,83367,33783,101927,56924,NA,18033,85151,14815,77449,103922,NA,NA,30214,NA,21527,47666,104361,213681,NA,NA,NA
139,RS16-2374,,MT2016,MT,19.2,-99.5,2582,RS,2016,2374,NA,4/5/16,-99.54736108,19.22456848,-99.54733196,19.2245691,-99.54734652,19.22456879,,B73xPT,E,BLOCK2,LANMLR17B048,,IS2015,15H336,PSIB,LANMLR17B048,MT2,BATCH1,129,130,1288020,15252420,NA,NA,NA,NA,NA,288398,NA,162880,696754,139988,NA,55803,24661,21703,NA,449094,5231058,2716143,36442,NA,149715,204666,33880,271924,636048,211476,2718997,NA,2287230,14290,77229,6810,4682,8366,NA,92203,NA,219289,NA,27997,NA,NA,29852,20536,7353,NA,9533,35682,117388,78358,NA,6436,33173,16478,67606,159428,NA,NA,25895,NA,16328,57060,116191,303036,NA,NA,NA
164,RS16-2537,,MT2016,MT,19.2,-99.5,2582,RS,2016,2537,NA,4/5/16,-99.54723618,19.22463938,-99.5472072,19.22463999,-99.54722169,19.22463968,,B73xPT,E,BLOCK3,LANMLR17B048,,IS2015,15H336,,LANMLR17B048,MT3,BATCH1,129,127,2629439,14504955,NA,NA,NA,NA,NA,68168,NA,69300,1865899,626072,NA,39345,34631,30895,60765,632294,4433379,2220296,50932,NA,67790,46120,33865,440638,580579,312308,2136323,NA,3223782,19483,87015,21839,9588,15863,NA,7225,NA,455529,NA,5393,NA,NA,2915,3727,4286,NA,2336,12626,80280,53620,NA,16515,5809,4843,35689,84341,NA,NA,13233,NA,9655,21978,79648,219032,NA,NA,NA
280,RS16-3102,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3102,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B048,,,15H336,,LANMLR17B048,PV1,BATCH4,55,50,787775,7735377,18507,125572,NA,4906,104753,181142,11780,25002,427866,141985,16041,177597,5285,13520,46673,463103,1233141,1215320,24985,NA,54827,31412,26654,348525,394610,328038,1043857,13761,2266780,NA,NA,10268,10577,10403,NA,NA,NA,285915,2683,NA,6994,NA,78377,NA,NA,NA,NA,21478,135493,NA,NA,NA,NA,NA,42080,86861,960244,1202712,650397,NA,11834,24253,265288,351504,1207477,1406871,NA
352,RS16-3339,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3339,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B048,,,15H336,,LANMLR17B048,PV2,BATCH4,56,59,2830323,9055617,8806,71702,NA,6188,41788,71824,13106,123143,1727255,894995,22123,77975,4974,13413,56269,564883,NA,2076681,23389,NA,38766,32887,48694,283876,530923,400841,1296329,19867,3532547,NA,NA,10791,12160,8229,NA,NA,NA,265612,8035,NA,1959,NA,2261,NA,NA,NA,NA,21076,32452,NA,NA,NA,NA,NA,27690,59433,256535,364778,165120,NA,7549,31985,103056,265479,566957,1391557,NA
448,RS16-3590,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3590,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK3,LANMLR17B048,,,15H336,,LANMLR17B048,PV3,BATCH4,56,50,2681916,8032948,15967,119605,NA,7684,56543,71963,11976,161670,1405930,1030377,3826,96904,7178,12048,59298,458670,1420603,1378803,34052,NA,54450,29178,34913,273549,498377,295594,1236023,18824,2083242,NA,NA,12839,12200,12377,NA,NA,NA,390837,11547,NA,10111,NA,126894,NA,NA,NA,NA,15536,54195,NA,NA,NA,NA,NA,18065,67828,512277,707070,316223,NA,5605,15713,122830,197617,751612,1215493,NA
69,RS16-2097,,MT2016,MT,19.2,-99.5,2582,RS,2016,2097,NA,4/5/16,-99.54761555,19.22461088,-99.54758652,19.22461149,-99.54760104,19.22461118,,B73xPT,E,BLOCK1,LANMLR17B052,,IS2015,15H337,PSIB,LANMLR17B052,MT1,BATCH1,127,129,6193241,11536921,NA,NA,NA,NA,NA,112389,NA,115955,4508143,1456754,NA,20844,9544,13330,22775,131949,3729370,2168574,33824,NA,70503,61294,9614,215450,217835,206095,1905487,NA,2605309,10235,40120,13561,3655,15785,NA,31768,NA,193169,NA,8373,NA,NA,8822,3465,5530,NA,9050,43096,32420,1733,NA,11679,3007,21821,21553,3413,NA,NA,6363,NA,10509,25614,48862,NA,NA,NA,NA
103,RS16-2318,,MT2016,MT,19.2,-99.5,2582,RS,2016,2318,NA,4/5/16,-99.5473994,19.22436979,-99.54736988,19.2243704,-99.54738464,19.2243701,,B73xPT,E,BLOCK2,LANMLR17B052,,IS2015,15H337,PSIB,LANMLR17B052,MT2,BATCH1,128,126,168141,17285890,NA,NA,NA,NA,NA,38599,NA,2567,82857,44118,NA,8802,29535,31694,36091,471780,5006144,3690356,39183,NA,29889,45403,19069,318848,486830,349488,2171332,NA,4473365,25379,9399,11759,16863,10526,NA,4155,NA,563512,454,3515,NA,NA,667,1050,1072,NA,5212,55584,61649,10384,NA,4170,444,14387,19207,13285,NA,NA,3678,NA,8691,12364,29589,NA,NA,NA,NA
217,RS16-2616,,MT2016,MT,19.2,-99.5,2582,RS,2016,2616,NA,4/5/16,-99.547149,19.22456611,-99.54711986,19.22456672,-99.54713443,19.22456642,,B73xPT,E,BLOCK3,LANMLR17B052,,IS2015,15H337,,LANMLR17B052,MT3,BATCH2,124,122,4255426,7185584,NA,7546,NA,NA,5269,79688,6425,70080,2929657,1169576,3429,10363,2242,9845,13869,52803,2454546,1194937,8905,NA,25245,9573,6138,79152,139430,83413,1652050,NA,1427965,NA,NA,2916,NA,1570,NA,7193,NA,107234,2666,NA,NA,5184,4385,NA,NA,4197,NA,6360,62299,39451,7770,13943,NA,NA,23254,36282,298321,412909,193843,NA,NA,10320,46574,97019,NA,NA,10466
256,RS16-3075,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3075,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B052,,,15H337,,LANMLR17B052,PV1,BATCH4,56,50,2133261,7806657,20695,146623,NA,5441,89297,94075,10334,62486,1355050,611316,7740,67622,13096,19990,62809,333313,1377930,1313776,31838,NA,93055,20347,28704,451511,412659,272205,1351937,13080,1880888,NA,NA,11231,24264,18662,NA,NA,NA,201500,3274,NA,2106,NA,17449,NA,NA,NA,NA,173379,144807,NA,NA,NA,NA,NA,331498,360094,495139,405259,134311,NA,74169,195534,571220,374341,839952,913371,NA
346,RS16-3333,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3333,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B052,,,15H337,,LANMLR17B052,PV2,BATCH4,54,50,1740126,8547099,8012,134007,NA,7870,68686,34008,6394,29386,1201152,469186,3548,46512,1908,7853,23937,104425,1990054,1743748,19182,NA,31332,22439,14884,139141,145290,184429,1232904,NA,2808421,NA,NA,9805,6407,10880,NA,NA,NA,66010,17158,NA,10944,NA,140147,NA,NA,NA,NA,26172,42141,NA,NA,NA,NA,NA,35821,32598,319103,622824,348187,NA,15244,11283,84358,122495,802409,2090271,NA
13,RS16-2037,,MT2016,MT,19.2,-99.5,2582,RS,2016,2037,NA,4/5/16,-99.5477,19.22440455,-99.54767056,19.22440515,-99.54768528,19.22440485,,B73xPT,E,BLOCK1,LANMLR17B053,,IS2015,15H338,PSIB,LANMLR17B053,MT1,BATCH4,140,138,1964407,6754505,11893,218473,NA,8209,142006,31915,7881,82493,1586839,255279,10159,25305,7921,10670,349673,54135,1121368,1131487,21604,NA,63326,37957,12820,61224,111043,17200,1286985,NA,2395333,NA,NA,13276,8824,14195,NA,NA,NA,120850,10798,NA,80854,NA,122256,NA,NA,NA,NA,15882,75459,NA,NA,NA,NA,NA,25601,56812,401402,681538,678876,NA,10582,17888,88663,161189,651006,1065092,NA
